Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
SDHAP3	2.003e-1	5p15.33	AMP	19	816	2.3%	No
CCDC30		1p34.2	AMP	19	816	2.3%	No
ZNF814	2.444e-3	19q13.43	AMP	19	816	2.3%	No
SNORD123		5p15.31	AMP	19	816	2.3%	No
GOLGA8F	3.435e-15	15q13.1	HOMDEL	19	816	2.3%	No
LINC00856		10q22.3	AMP	19	816	2.3%	No
LINC00426		13q12.3	AMP	19	816	2.3%	No
RPL21P122		17p12	HOMDEL	19	816	2.3%	No
MANSC4		12p11.22	AMP	19	816	2.3%	No
ULK4P2	3.435e-15	15q13.2	HOMDEL	19	816	2.3%	No
SLFN12L		17q12	AMP	19	816	2.3%	No
LINC00904		19q13.11	AMP	19	816	2.3%	No
RNY1P2	1.232e-2	13q33.1	AMP	19	816	2.3%	No
RNA5SP177		5p15.31	AMP	19	816	2.3%	No
RNA5SP178		5p15.1	AMP	19	816	2.3%	No
RNA5SP212		6q21	AMP	19	816	2.3%	No
RNA5SP472		19q13.11	AMP	19	816	2.3%	No
RNA5SP484		20q12	AMP	19	816	2.3%	No
RN7SKP7	1.232e-2	13q32.1	AMP	19	816	2.3%	No
LINC00411	1.232e-2	13q32.3	AMP	19	816	2.3%	No
GOLGA8R	3.435e-15	15q13.2	HOMDEL	19	816	2.3%	No
AFG3L1P	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
BCL2L1		20q11.21	AMP	18	816	2.2%	Yes
GAS8-AS1	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
CDC5L		6p21.1	AMP	18	816	2.2%	No
CEBPA		19q13.11	AMP	18	816	2.2%	Yes
CEBPG		19q13.11	AMP	18	816	2.2%	No
CP		3q24-q25.1	AMP	18	816	2.2%	No
CRHR1		17q21.31	AMP	18	816	2.2%	No
DPEP1	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
FANCA	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	Yes
FOXS1		20q11.21	AMP	18	816	2.2%	No
GABRB3		15q12	HOMDEL	18	816	2.2%	No
GAS8	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
GCLC		6p12.1	AMP	18	816	2.2%	No
GMPR		6p22.3	AMP	18	816	2.2%	No
GNS		12q14.3	AMP	18	816	2.2%	No
GPLD1		6p22.3	AMP	18	816	2.2%	No
FFAR2		19q13.12	AMP	18	816	2.2%	No
CXCL1		4q13.3	AMP	18	816	2.2%	No
GSTA1		6p12.2	AMP	18	816	2.2%	No
GSTA2		6p12.2	AMP	18	816	2.2%	No
GSTA3		6p12.2	AMP	18	816	2.2%	No
GSTA4		6p12.2	AMP	18	816	2.2%	No
HIVEP1		6p24.1	AMP	18	816	2.2%	No
HMGCS2		1p12	AMP	18	816	2.2%	No
HSF2		6q22.31	AMP	18	816	2.2%	No
CXCL8		4q13.3	AMP	18	816	2.2%	No
INSL4		9p24.1	AMP	18	816	2.2%	No
KPNA4		3q25.33	AMP	18	816	2.2%	No
KRT13		17q21.2	AMP	18	816	2.2%	No
KRT15		17q21.2	AMP	18	816	2.2%	No
KRT19		17q21.2	AMP	18	816	2.2%	No
KRT32		17q21.2	AMP	18	816	2.2%	No
LBP		20q11.23	AMP	18	816	2.2%	No
MAPT		17q21.31	AMP	18	816	2.2%	No
MC1R	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
MME		3q25.2	AMP	18	816	2.2%	No
MYB		6q23.3	AMP	18	816	2.2%	Yes
MYO9B		19p13.11	AMP	18	816	2.2%	No
NMB		15q25.2	AMP	18	816	2.2%	No
CNOT3		19q13.42	AMP	18	816	2.2%	Yes
NSF		17q21.31	AMP	18	816	2.2%	No
PAX6		11p13	AMP	18	816	2.2%	No
CHMP1A	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
PDE1C		7p14.3	AMP	18	816	2.2%	No
PEG3	2.444e-3	19q13.43	AMP	18	816	2.2%	No
PF4		4q13.3	AMP	18	816	2.2%	No
PF4V1		4q13.3	AMP	18	816	2.2%	No
UBL3		13q12.3	AMP	18	816	2.2%	No
PKIB		6q22.31	AMP	18	816	2.2%	No
RAD1		5p13.2	AMP	18	816	2.2%	No
RAP2B		3q25.2	AMP	18	816	2.2%	No
RENBP		Xq28	AMP	18	816	2.2%	No
RLN1		9p24.1	AMP	18	816	2.2%	No
RLN2		9p24.1	AMP	18	816	2.2%	No
RPL13	2.453e-8	16q24.3|17p11.2	HOMDEL	18	816	2.2%	No
CXCL6		4q13.3	AMP	18	816	2.2%	No
SETMAR		3p26.1	AMP	18	816	2.2%	No
SOX4		6p22.3	AMP	18	816	2.2%	No
SOX5		12p12.1	AMP	18	816	2.2%	No
SPG7	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
SSR3		3q25.31	AMP	18	816	2.2%	No
TPP2	1.232e-2	13q33.1	AMP	18	816	2.2%	No
TPTE	5.978e-9	21p11.2	HOMDEL	18	816	2.2%	No
TYK2		19p13.2	AMP	18	816	2.2%	Yes
VDAC2		10q22.2	AMP	18	816	2.2%	No
VLDLR		9p24.2	AMP	18	816	2.2%	No
ZNF121		19p13.2	AMP	18	816	2.2%	No
ZNF135	2.444e-3	19q13.43	AMP	18	816	2.2%	No
HMGA2		12q14.3	AMP	18	816	2.2%	Yes
NAA10		Xq28	AMP	18	816	2.2%	No
GCM1		6p12.1	AMP	18	816	2.2%	No
CDK10	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
KRT36		17q21.2	AMP	18	816	2.2%	No
GPRC5A		12p13.1	AMP	18	816	2.2%	No
CLDN10	1.232e-2	13q32.1	AMP	18	816	2.2%	No
SLC28A1		15q25.3	AMP	18	816	2.2%	No
GCM2		6p24.2	AMP	18	816	2.2%	No
NCR1		19q13.42	AMP	18	816	2.2%	No
GMFG		19q13.2	AMP	18	816	2.2%	No
VPS9D1	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
ZNF592		15q25.3	AMP	18	816	2.2%	No
KDM4A		1p34.2-p34.1	AMP	18	816	2.2%	No
ZBTB24		6q21	AMP	18	816	2.2%	No
PLEKHM1		17q21.31	AMP	18	816	2.2%	No
C2CD5		12p12.1	AMP	18	816	2.2%	No
LRRC37A		17q21.31	AMP	18	816	2.2%	No
SRGAP3		3p25.3	AMP	18	816	2.2%	No
PUM3		9p24.2	AMP	18	816	2.2%	No
UBA2		19q13.11	AMP	18	816	2.2%	No
PATJ		1p31.3	AMP	18	816	2.2%	No
ABCC4	1.232e-2	13q32.1	AMP	18	816	2.2%	No
KLF2		19p13.11	AMP	18	816	2.2%	Yes
TUBB3	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
IPO8		12p11.21	AMP	18	816	2.2%	No
SLC17A3		6p22.2	AMP	18	816	2.2%	No
SF3B2		11q13.1	AMP	18	816	2.2%	No
LILRB4		19q13.42	AMP	18	816	2.2%	No
LILRA1		19q13.42	AMP	18	816	2.2%	No
PRDM7	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
CYP4F8		19p13.12	AMP	18	816	2.2%	No
FKBP9		7p14.3	AMP	18	816	2.2%	No
ICK		6p12.1	AMP	18	816	2.2%	Yes
CCT5		5p15.2	AMP	18	816	2.2%	No
TPX2		20q11.21	AMP	18	816	2.2%	No
TCF25	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
MTUS2		13q12.3	AMP	18	816	2.2%	No
SZT2		1p34.2	AMP	18	816	2.2%	No
ICE1		5p15.32	AMP	18	816	2.2%	No
SEC11A		15q25.2-q25.3	AMP	18	816	2.2%	No
POFUT1		20q11.21	AMP	18	816	2.2%	No
ZIM2	2.444e-3	19q13.43	AMP	18	816	2.2%	No
WWTR1		3q25.1	AMP	18	816	2.2%	Yes
DHRS7B		17p11.2	AMP	18	816	2.2%	No
PPP1R16B		20q11.23	AMP	18	816	2.2%	No
ANKRD17	3.083e-3	4q13.3	AMP	18	816	2.2%	No
RAI14		5p13.2	AMP	18	816	2.2%	No
LSM14A		19q13.11	AMP	18	816	2.2%	No
PRPF31		19q13.42	AMP	18	816	2.2%	No
PHGDH		1p12	AMP	18	816	2.2%	No
SNORA71B		20q11.23	AMP	18	816	2.2%	No
SNORA71A		20q11.23	AMP	18	816	2.2%	No
RANBP6		9p24.1	AMP	18	816	2.2%	No
CPNE7	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
SESN1		6q21	AMP	18	816	2.2%	Yes
TMEM14A		6p12.2	AMP	18	816	2.2%	No
COMMD9		11p13	AMP	18	816	2.2%	No
ANKRD11	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	Yes
LMCD1		3p25.3	AMP	18	816	2.2%	No
HEBP1		12p13.1	AMP	18	816	2.2%	No
DUSP13		10q22.2	AMP	18	816	2.2%	No
ARL17A		17q21.31	AMP	18	816	2.2%	No
CYP4F29P	5.978e-9	21q11.2	HOMDEL	18	816	2.2%	No
RETREG1		5p15.1	AMP	18	816	2.2%	No
MANSC1		12p13.2	AMP	18	816	2.2%	No
BIVM	1.232e-2	13q33.1	AMP	18	816	2.2%	No
DEF8	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
ZSCAN2		15q25.2	AMP	18	816	2.2%	No
LRRC37A4P		17q21.31	AMP	18	816	2.2%	No
SLFN12		17q12	AMP	18	816	2.2%	No
RCBTB1		13q14.2	HOMDEL	18	816	2.2%	No
BRIX1		5p13.2	AMP	18	816	2.2%	No
GPRC5D		12p13.1	AMP	18	816	2.2%	No
ZNF416	2.444e-3	19q13.43	AMP	18	816	2.2%	No
TENM3	5.819e-15	4q34.3-q35.1	HOMDEL	18	816	2.2%	No
RALGAPB		20q11.23	AMP	18	816	2.2%	No
TTYH1		19q13.42	AMP	18	816	2.2%	No
SERINC1		6q22.31	AMP	18	816	2.2%	No
HACE1		6q16.3	AMP	18	816	2.2%	No
KLHL42		12p11.22	AMP	18	816	2.2%	No
RIC1		9p24.1	AMP	18	816	2.2%	No
FAM234B		12p13.1	AMP	18	816	2.2%	No
CYP4F11		19p13.12	AMP	18	816	2.2%	No
SNX6		14q13.1	AMP	18	816	2.2%	No
HIVEP3		1p34.2	AMP	18	816	2.2%	No
TRMT11		6q22.32	AMP	18	816	2.2%	No
CHST8		19q13.11	AMP	18	816	2.2%	No
MFSD1		3q25.32	AMP	18	816	2.2%	No
CAPRIN2		12p11.21	AMP	18	816	2.2%	No
DBNDD1	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
KCTD15		19q13.11	AMP	18	816	2.2%	No
POGLUT2	1.232e-2	13q33.1	AMP	18	816	2.2%	No
APOO		Xp22.11	AMP	18	816	2.2%	No
LENG1		19q13.42	AMP	18	816	2.2%	No
PPCS		1p34.2	AMP	18	816	2.2%	No
ZNF419	2.444e-3	19q13.43	AMP	18	816	2.2%	No
ACTR5		20q11.23	AMP	18	816	2.2%	No
ERMP1		9p24.1	AMP	18	816	2.2%	No
DSN1		20q11.23	AMP	18	816	2.2%	No
HM13		20q11.21	AMP	18	816	2.2%	No
APOLD1		12p13.1	AMP	18	816	2.2%	No
HYI		1p34.2	AMP	18	816	2.2%	No
GSG1		12p13.1	AMP	18	816	2.2%	No
PLVAP		19p13.11	AMP	18	816	2.2%	No
TMTC1		12p11.22	AMP	18	816	2.2%	No
REG4		1p12	AMP	18	816	2.2%	No
ARMC2		6q21	AMP	18	816	2.2%	No
CHD6		20q12	AMP	18	816	2.2%	No
ZMYND12		1p34.2	AMP	18	816	2.2%	No
PRXL2A		10q23.1	AMP	18	816	2.2%	No
PDCD2L		19q13.11	AMP	18	816	2.2%	No
DYDC2		10q23.1	AMP	18	816	2.2%	No
SPIRE2	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
COX4I2		20q11.21	AMP	18	816	2.2%	No
PLXDC2		10p12.31	AMP	18	816	2.2%	No
WDR73		15q25.2	AMP	18	816	2.2%	No
BAGE2	5.978e-9	21p11.2	HOMDEL	18	816	2.2%	No
MYLK2		20q11.21	AMP	18	816	2.2%	No
GAL3ST3		11q13.1	AMP	18	816	2.2%	No
KRT8P12		3q25.33	AMP	18	816	2.2%	No
ZNF622		5p15.1	AMP	18	816	2.2%	No
MLIP		6p12.1	AMP	18	816	2.2%	No
ZNF697		1p12	AMP	18	816	2.2%	No
SLFN11		17q12	AMP	18	816	2.2%	Yes
CENPBD1	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
ZNF276	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
TEX30	1.232e-2	13q33.1	AMP	18	816	2.2%	No
HTR7P1		12p13.1	AMP	18	816	2.2%	No
HAUS8		19p13.11	AMP	18	816	2.2%	No
LENG9		19q13.42	AMP	18	816	2.2%	No
ZIM3	2.444e-3	19q13.43	AMP	18	816	2.2%	No
PGLYRP2		19p13.12	AMP	18	816	2.2%	No
LENG8		19q13.42	AMP	18	816	2.2%	No
SLC16A10		6q21	AMP	18	816	2.2%	No
SPATA2L	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
SPATA33	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
RN7SK		6p12.2	AMP	18	816	2.2%	No
ZNF543	2.444e-3	19q13.43	AMP	18	816	2.2%	No
WTIP		19q13.11	AMP	18	816	2.2%	No
CYP4F22		19p13.12	AMP	18	816	2.2%	No
LINC00661		19p13.12	AMP	18	816	2.2%	No
DUSP15		20q11.21	AMP	18	816	2.2%	No
PIGU		20q11.22	AMP	18	816	2.2%	No
ATPSCKMT		5p15.2	AMP	18	816	2.2%	No
CMBL		5p15.2	AMP	18	816	2.2%	No
DNAJC21		5p13.2	AMP	18	816	2.2%	No
SOGA1		20q11.23	AMP	18	816	2.2%	No
SAMD8		10q22.2	AMP	18	816	2.2%	No
DYDC1		10q23.1	AMP	18	816	2.2%	No
SLFN13		17q12	AMP	18	816	2.2%	No
LINC00974		17q21.2	AMP	18	816	2.2%	No
ZNF420		19q13.12	AMP	18	816	2.2%	No
CAPN12		19q13.2	AMP	18	816	2.2%	No
LINC00905		19p13.12	AMP	18	816	2.2%	No
ANKRD30BP2	5.978e-9	21q11.2	HOMDEL	18	816	2.2%	No
C3ORF79		3q25.2	AMP	18	816	2.2%	No
CNTN4		3p26.3-p26.2	AMP	18	816	2.2%	No
C5ORF38	2.003e-1	5p15.33	AMP	18	816	2.2%	No
IRX2	2.003e-1	5p15.33	AMP	18	816	2.2%	No
TTC23L		5p13.2	AMP	18	816	2.2%	No
HDGFL1		6p22.3	AMP	18	816	2.2%	No
NKAIN2		6q22.31	AMP	18	816	2.2%	No
KIAA2026		9p24.1	AMP	18	816	2.2%	No
SPPL2C		17q21.31	AMP	18	816	2.2%	No
ZNF550	2.444e-3	19q13.43	AMP	18	816	2.2%	No
ZNF540		19q13.12	AMP	18	816	2.2%	No
TTLL9		20q11.21	AMP	18	816	2.2%	No
RASSF6		4q13.3	AMP	18	816	2.2%	No
KCNV2		9p24.2	AMP	18	816	2.2%	No
GLIS3		9p24.2	AMP	18	816	2.2%	No
METTL21C	1.232e-2	13q33.1	AMP	18	816	2.2%	No
TUBB8P7	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
NLRP7	2.444e-3	19q13.42	AMP	18	816	2.2%	No
ARHGAP27		17q21.31	AMP	18	816	2.2%	No
RPSAP52		12q14.3	AMP	18	816	2.2%	No
OTUD1		10p12.2	AMP	18	816	2.2%	No
AK9		6q21	AMP	18	816	2.2%	No
DEFB123		20q11.21	AMP	18	816	2.2%	No
STH		17q21.31	AMP	18	816	2.2%	No
ZNF549	2.444e-3	19q13.43	AMP	18	816	2.2%	No
KANSL1		17q21.31	AMP	18	816	2.2%	No
ZSCAN1	2.444e-3	19q13.43	AMP	18	816	2.2%	No
ZNF780A		19q13.2	AMP	18	816	2.2%	No
FRG1BP		20q11.1	AMP	18	816	2.2%	No
COX18	3.083e-3	4q13.3	AMP	18	816	2.2%	No
TRIM59		3q25.33	AMP	18	816	2.2%	No
POTED	5.978e-9	21q11.2	HOMDEL	18	816	2.2%	No
TTC6	1.442e-3	14q21.1	AMP	18	816	2.2%	No
DUPD1		10q22.2	AMP	18	816	2.2%	No
CCDC144CP		17p11.2	AMP	18	816	2.2%	No
ZNF773	2.444e-3	19q13.43	AMP	18	816	2.2%	No
LINC00222		6q21	AMP	18	816	2.2%	No
SH2D4B		10q23.1	AMP	18	816	2.2%	No
ZNF470	2.444e-3	19q13.43	AMP	18	816	2.2%	No
SNHG17		20q11.23	AMP	18	816	2.2%	No
LIN28B		6q16.3-q21	AMP	18	816	2.2%	No
ZNF793		19q13.12	AMP	18	816	2.2%	No
ANKRD20A11P	5.978e-9	21q11.2	HOMDEL	18	816	2.2%	No
LINC00610		11p13	AMP	18	816	2.2%	No
ZNF772	2.444e-3	19q13.43	AMP	18	816	2.2%	No
KLHL31		6p12.1	AMP	18	816	2.2%	No
LINC00595		10q22.3	AMP	18	816	2.2%	No
ZNF259P1		6q21	AMP	18	816	2.2%	No
LRRC37A2		17q21.31	AMP	18	816	2.2%	No
DUXA	2.444e-3	19q13.43	AMP	18	816	2.2%	No
SNORD68	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
CCDC168	1.232e-2	13q33.1	AMP	18	816	2.2%	No
SCGB1B2P		19q13.11	AMP	18	816	2.2%	No
FAM215B		17q21.32	AMP	18	816	2.2%	No
UCA1		19p13.12	AMP	18	816	2.2%	No
IQCJ		3q25.32	AMP	18	816	2.2%	No
SCARNA7		3q25.33	AMP	18	816	2.2%	No
SNORA71C		20q11.23	AMP	18	816	2.2%	No
SNORA71D		20q11.23	AMP	18	816	2.2%	No
LINC00460	1.232e-2	13q33.2	AMP	18	816	2.2%	No
PWRN1		15q11.2	HOMDEL	18	816	2.2%	No
MIMT1	2.444e-3	19q13.43	AMP	18	816	2.2%	No
LIN28B-AS1		6q16.3	AMP	18	816	2.2%	No
EGOT		3p26.1	AMP	18	816	2.2%	No
URAHP	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
TEKT4P2	5.978e-9	21p11.2	HOMDEL	18	816	2.2%	No
LINC00941		12p11.21	AMP	18	816	2.2%	No
SNORA70E		11q14.1	AMP	18	816	2.2%	No
RNY5P8	1.232e-2	13q33.1	AMP	18	816	2.2%	No
ARL17B		17q21.31	AMP	18	816	2.2%	No
LINC00427		-	AMP	18	816	2.2%	No
LINC00555	1.232e-2	13q33.1	AMP	18	816	2.2%	No
RNA5SP38	1.232e-2	13q33.2	AMP	18	816	2.2%	No
RNA5SP179		5p15.1	AMP	18	816	2.2%	No
RNA5SP356		12p11.22	AMP	18	816	2.2%	No
RNY4P27	1.232e-2	13q32.1	AMP	18	816	2.2%	No
LINC00283	1.232e-2	-	AMP	18	816	2.2%	No
LINC00365		13q12.3	AMP	18	816	2.2%	No
LCA10		Xq28	AMP	18	816	2.2%	No
FAM157C	2.453e-8	16q24.3	HOMDEL	18	816	2.2%	No
A1BG		19q13.43	AMP	17	816	2.1%	No
AFM		4q13.3	AMP	17	816	2.1%	No
ABCD1		Xq28	AMP	17	816	2.1%	No
ATP2B2		3p25.3	AMP	17	816	2.1%	No
ATP4A		19q13.12	AMP	17	816	2.1%	No
NBEAP1		15q11.2	HOMDEL	17	816	2.1%	Yes
DST		6p12.1	AMP	17	816	2.1%	No
BST2		19p13.11	AMP	17	816	2.1%	No
CACNA1A		19p13.13	AMP	17	816	2.1%	No
CAV3		3p25.3	AMP	17	816	2.1%	No
CD22		19q13.12	AMP	17	816	2.1%	Yes
CDH12		5p14.3	AMP	17	816	2.1%	No
CDKN1B		12p13.1	AMP	17	816	2.1%	Yes
CFL2		14q13.1	AMP	17	816	2.1%	No
DCTD	5.819e-15	4q35.1	HOMDEL	17	816	2.1%	No
DCT	1.232e-2	13q32.1	AMP	17	816	2.1%	No
DNMT1		19p13.2	AMP	17	816	2.1%	Yes
DSCAM		21q22.2	AMP	17	816	2.1%	No
EDN1		6p24.1	AMP	17	816	2.1%	No
EFNB2	1.232e-2	13q33.3	AMP	17	816	2.1%	No
EIF2S3		Xp22.11	AMP	17	816	2.1%	No
EMP1		12p13.1	AMP	17	816	2.1%	No
ERCC5	1.232e-2	13q33.1	AMP	17	816	2.1%	Yes
FANCD2		3p25.3	AMP	17	816	2.1%	Yes
FAT1	5.819e-15	4q35.2	HOMDEL	17	816	2.1%	Yes
FOXO3		6q21	AMP	17	816	2.1%	Yes
FRG1	5.819e-15	4q35.2	HOMDEL	17	816	2.1%	No
FYN		6q21	AMP	17	816	2.1%	Yes
GABRA5		15q12	HOMDEL	17	816	2.1%	No
GABRG3		15q12	HOMDEL	17	816	2.1%	No
FFAR1		19q13.12	AMP	17	816	2.1%	No
FFAR3		19q13.12	AMP	17	816	2.1%	No
GPR42		19q13.12	AMP	17	816	2.1%	No
GRIN2B		12p13.1	AMP	17	816	2.1%	No
GRM5		11q14.2-q14.3	AMP	17	816	2.1%	No
GYS2		12p12.1	AMP	17	816	2.1%	No
HNRNPL		19q13.2	AMP	17	816	2.1%	No
HSD3B2		1p12	AMP	17	816	2.1%	No
HSP90AA4P	5.819e-15	4q35.2	HOMDEL	17	816	2.1%	No
IAPP		12p12.1	AMP	17	816	2.1%	No
ICAM1		19p13.2	AMP	17	816	2.1%	No
ICAM3		19p13.2	AMP	17	816	2.1%	No
ICAM4		19p13.2	AMP	17	816	2.1%	No
ID1		20q11.21	AMP	17	816	2.1%	No
IDH3G		Xq28	AMP	17	816	2.1%	No
IL5RA		3p26.2	AMP	17	816	2.1%	No
IL12A		3q25.33	AMP	17	816	2.1%	No
IRAK1		Xq28	AMP	17	816	2.1%	No
KCNMA1		10q22.3	AMP	17	816	2.1%	No
KPNA3		13q14.2	HOMDEL	17	816	2.1%	No
KRT35		17q21.2	AMP	17	816	2.1%	No
LAIR1		19q13.42	AMP	17	816	2.1%	No
CYP4F3		19p13.12	AMP	17	816	2.1%	No
MECP2		Xq28	AMP	17	816	2.1%	No
RAB8A		19p13.11	AMP	17	816	2.1%	No
NDN		15q11.2	HOMDEL	17	816	2.1%	No
NDUFA3		19q13.42	AMP	17	816	2.1%	No
YBX1		1p34.2	AMP	17	816	2.1%	No
OXTR		3p25.3	AMP	17	816	2.1%	No
PDE4A		19p13.2	AMP	17	816	2.1%	No
PDE4D		5q11.2-q12.1	HOMDEL	17	816	2.1%	No
PDE8A		15q25.3	AMP	17	816	2.1%	No
PEPD		19q13.11	AMP	17	816	2.1%	No
PGC		6p21.1	AMP	17	816	2.1%	No
PKP2		12p11.21	AMP	17	816	2.1%	No
PLAGL2		20q11.21	AMP	17	816	2.1%	No
PLXNB3		Xq28	AMP	17	816	2.1%	No
PRIM2		6p11.2	AMP	17	816	2.1%	No
MAP2K3		17p11.2	AMP	17	816	2.1%	No
DNAJC3	1.232e-2	13q32.1	AMP	17	816	2.1%	No
PRLR		5p13.2	AMP	17	816	2.1%	No
PTPRK		6q22.33	AMP	17	816	2.1%	Yes
RBP1		3q23	AMP	17	816	2.1%	No
RECQL		12p12.1	AMP	17	816	2.1%	Yes
RPS9		19q13.42	AMP	17	816	2.1%	No
RPS24		10q22.3	AMP	17	816	2.1%	No
SAT1		Xp22.11	AMP	17	816	2.1%	No
ST3GAL3		1p34.1	AMP	17	816	2.1%	No
ST8SIA1		12p12.1	AMP	17	816	2.1%	No
SLC6A1		3p25.3	AMP	17	816	2.1%	No
SLC6A11		3p25.3	AMP	17	816	2.1%	No
SLC7A1		13q12.3	AMP	17	816	2.1%	No
SLC10A2	1.232e-2	13q33.1	AMP	17	816	2.1%	No
SLCO1A2		12p12.1	AMP	17	816	2.1%	No
SMARCA4		19p13.2	AMP	17	816	2.1%	Yes
SMPD2		6q21	AMP	17	816	2.1%	No
SNRPN		15q11.2	HOMDEL	17	816	2.1%	No
SSR4		Xq28	AMP	17	816	2.1%	No
SYT1		12q21.2	AMP	17	816	2.1%	No
TGM2		20q11.23	AMP	17	816	2.1%	No
ICAM5		19p13.2	AMP	17	816	2.1%	No
TM4SF4		3q25.1	AMP	17	816	2.1%	No
VCL		10q22.2	AMP	17	816	2.1%	No
VHL		3p25.3	AMP	17	816	2.1%	Yes
ZFX		Xp22.11	AMP	17	816	2.1%	No
MKRN3		15q11.2	HOMDEL	17	816	2.1%	No
ALDH5A1		6p22.3	AMP	17	816	2.1%	No
TFEB		6p21.1	AMP	17	816	2.1%	Yes
CYP4F2		19p13.12	AMP	17	816	2.1%	No
CD164		6q21	AMP	17	816	2.1%	No
TMEM11		17p11.2	AMP	17	816	2.1%	No
PAPSS2		10q23.2-q23.31	HOMDEL	17	816	2.1%	No
S1PR2		19p13.2	AMP	17	816	2.1%	Yes
SNORD22	1.232e-2	11q12.3	AMP	17	816	2.1%	No
MED26		19p13.11	AMP	17	816	2.1%	No
BAG2		6p12.1	AMP	17	816	2.1%	No
GOSR2		17q21.32	AMP	17	816	2.1%	No
EDEM1		3p26.1	AMP	17	816	2.1%	No
TRAM2		6p12.2	AMP	17	816	2.1%	No
ULK2		17p11.2	AMP	17	816	2.1%	No
RIPOR2		6p22.3	AMP	17	816	2.1%	No
TM9SF4		20q11.21	AMP	17	816	2.1%	No
KIAA0319		6p22.3	AMP	17	816	2.1%	No
SLC17A4		6p22.2	AMP	17	816	2.1%	No
SMC4		3q25.33	AMP	17	816	2.1%	No
RCL1		9p24.1	AMP	17	816	2.1%	No
LHFPL6		13q13.3-q14.11	HOMDEL	17	816	2.1%	No
LILRB2		19q13.42	AMP	17	816	2.1%	No
BASP1		5p15.1	AMP	17	816	2.1%	No
TMEM147		19q13.12	AMP	17	816	2.1%	No
PPIH		1p34.2	AMP	17	816	2.1%	No
CHERP		19p13.11	AMP	17	816	2.1%	No
SLCO1B1		12p12.1	AMP	17	816	2.1%	No
CHL1		3p26.3	AMP	17	816	2.1%	No
TRAF3IP2		6q21	AMP	17	816	2.1%	No
HBS1L		6q23.3	AMP	17	816	2.1%	No
ZNF274	2.444e-3	19q13.43	AMP	17	816	2.1%	No
FRS3		6p21.1	AMP	17	816	2.1%	No
LILRB5		19q13.42	AMP	17	816	2.1%	No
LILRB3		19q13.42	AMP	17	816	2.1%	No
LILRA3		19q13.4	AMP	17	816	2.1%	No
POLR3A		10q22.3	AMP	17	816	2.1%	No
CDC37		19p13.2	AMP	17	816	2.1%	No
SOX21	1.232e-2	13q32.1	AMP	17	816	2.1%	No
INSL6		9p24.1	AMP	17	816	2.1%	No
AKAP10		17p11.2	AMP	17	816	2.1%	No
DZIP1	1.232e-2	13q32.1	AMP	17	816	2.1%	No
KDM4B		19p13.3	AMP	17	816	2.1%	No
MESD		15q25.1	AMP	17	816	2.1%	No
CYFIP1		15q11.2	HOMDEL	17	816	2.1%	No
UBR2		6p21.1	AMP	17	816	2.1%	No
HAUS5		19q13.12	AMP	17	816	2.1%	No
TGDS	1.232e-2	13q32.1	AMP	17	816	2.1%	No
LILRA4		19q13.42	AMP	17	816	2.1%	No
NPAP1		15q11.2	HOMDEL	17	816	2.1%	No
ZNF451		6p12.1	AMP	17	816	2.1%	No
FBXO9		6p12.1	AMP	17	816	2.1%	No
GAPDHS		19q13.12	AMP	17	816	2.1%	No
OR10H3		19p13.12	AMP	17	816	2.1%	No
OR10H2		19p13.12	AMP	17	816	2.1%	No
SRPK3		Xq28	AMP	17	816	2.1%	No
OR7C2		19p13.12	AMP	17	816	2.1%	No
CPAMD8		19p13.11	AMP	17	816	2.1%	No
BBS9		7p14.3	AMP	17	816	2.1%	No
CNTN6		3p26.3	AMP	17	816	2.1%	No
TFPT		19q13.42	AMP	17	816	2.1%	Yes
LINC00312		3p25.3	AMP	17	816	2.1%	No
SCHIP1		3q25.32-q25.33	AMP	17	816	2.1%	No
