Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CYYR1		21q21.3	AMP	39	2173	1.8%	No
FGD4		12p11.21	AMP	39	2173	1.8%	No
TARSL2		15q26.3	AMP	39	2173	1.8%	No
LRRC25		19p13.11	AMP	39	2173	1.8%	No
NR2C2AP		19p13.11	AMP	39	2173	1.8%	No
HSD3BP4		1p12	AMP	39	2173	1.8%	No
BPIFA3		20q11.21	AMP	39	2173	1.8%	No
CLVS2		6q22.31	AMP	39	2173	1.8%	No
NOBOX		7q35	AMP	39	2173	1.8%	No
MTPN		7q33	AMP	39	2173	1.8%	No
RNF113B		13q32.2	AMP	39	2173	1.8%	No
C12ORF60		12p13.1-p12.3	AMP	39	2173	1.8%	No
PRNT		20p13	AMP	39	2173	1.8%	No
CLEC2L		7q34	AMP	39	2173	1.8%	No
FMC1		7q34	AMP	39	2173	1.8%	No
DOCK8-AS1		9p24.3	AMP	39	2173	1.8%	No
CLEC14A		14q21.1	AMP	39	2173	1.8%	No
ZNF791		19p13.13	AMP	39	2173	1.8%	No
ZNF564		19p13.2	AMP	39	2173	1.8%	No
LRRN4		20p12.3	AMP	39	2173	1.8%	No
THAP8		19q13.12	AMP	39	2173	1.8%	No
PAXIP1-AS1		7q36.2	AMP	39	2173	1.8%	No
DIPK2A		3q24	AMP	39	2173	1.8%	No
PIP5K1P1		6p24.3	AMP	39	2173	1.8%	No
ZEB1-AS1		10p11.22	AMP	39	2173	1.8%	No
CALHM4		6q22.1	AMP	39	2173	1.8%	No
ETFBKMT		12p11.21	AMP	39	2173	1.8%	No
TMEM86B		19q13.42	AMP	39	2173	1.8%	No
RASGEF1C		5q35.3	AMP	39	2173	1.8%	No
HS6ST3		13q32.1	AMP	39	2173	1.8%	No
DAOA		13q33.2|13q34	AMP	39	2173	1.8%	No
GOLGA6L1		15q11.2	HOMDEL	39	2173	1.8%	No
WDR62		19q13.12	AMP	39	2173	1.8%	No
VSTM1		19q13.42	AMP	39	2173	1.8%	No
RIMKLA		1p34.2	AMP	39	2173	1.8%	No
ATG9B		7q36.1	AMP	39	2173	1.8%	No
BPIFA4P		20q11.21	AMP	39	2173	1.8%	No
ZNF260		19q13.12	AMP	39	2173	1.8%	No
SYT10		12p11.1	AMP	39	2173	1.8%	No
NANOS3		19p13.12	AMP	39	2173	1.8%	No
PALM3		19p13.12	AMP	39	2173	1.8%	No
OR2A1		7q35	AMP	39	2173	1.8%	No
LILRA5		19q13.42	AMP	39	2173	1.8%	No
YJEFN3		19p13.11	AMP	39	2173	1.8%	No
SBSN		19q13.12	AMP	39	2173	1.8%	No
LINC00317		21q21.1	AMP	39	2173	1.8%	No
LINC00320		21q21.1	AMP	39	2173	1.8%	No
KRTDAP		19q13.12	AMP	39	2173	1.8%	No
OR4F13P		15q26.3	AMP	39	2173	1.8%	No
C7ORF76		7q21.3	AMP	39	2173	1.8%	No
OR2A7		7q35	AMP	39	2173	1.8%	No
OR2A20P		7q35	AMP	39	2173	1.8%	No
OR2A42		7q35	AMP	39	2173	1.8%	No
HAPLN4		19p13.11	AMP	39	2173	1.8%	No
OR2A9P		7q35	AMP	39	2173	1.8%	No
TARM1		19q13.42	AMP	39	2173	1.8%	No
ARHGEF35		7q35	AMP	39	2173	1.8%	No
SPRN		10q26.3	AMP	39	2173	1.8%	No
DPRX		19q13.42	AMP	39	2173	1.8%	No
SNORD95		5q35.3	AMP	39	2173	1.8%	No
SCGB1B2P		19q13.11	AMP	39	2173	1.8%	No
ZFP62		5q35.3	AMP	39	2173	1.8%	No
LINC00622		1p12	AMP	39	2173	1.8%	No
ARHGEF34P		7q35	AMP	39	2173	1.8%	No
GOLGA2P6		10p11.23	AMP	39	2173	1.8%	No
LUZP6		7q33	AMP	39	2173	1.8%	No
TRAPPC3L		6q22.1	AMP	39	2173	1.8%	No
CTAGE4		7q35	AMP	39	2173	1.8%	No
SCGB2B3P		19q13.11	AMP	39	2173	1.8%	No
SPATA48		7p12.2	AMP	39	2173	1.8%	No
GOLGA8DP		15q11.2	HOMDEL	39	2173	1.8%	No
NDUFB2-AS1		7q34	AMP	39	2173	1.8%	No
CTAGE8		7q35	AMP	39	2173	1.8%	No
LINC00941		12p11.21	AMP	39	2173	1.8%	No
LINC01006		7q36.3	AMP	39	2173	1.8%	No
LINC00648		14q21.3	AMP	39	2173	1.8%	No
LINC00658		20p12.3	AMP	39	2173	1.8%	No
ARPIN-AP3S2		15q26.1	AMP	39	2173	1.8%	No
BLOC1S5-TXNDC5		6p24.3	AMP	39	2173	1.8%	No
FMC1-LUC7L2		7q34	AMP	39	2173	1.8%	No
OR2A1-AS1		7q35	AMP	39	2173	1.8%	No
LINC00456		13q32.1	AMP	39	2173	1.8%	No
ADRA1D		20p13	AMP	38	2173	1.7%	No
APLP1		19q13.12	AMP	38	2173	1.7%	No
ARHGDIB		12p12.3	AMP	38	2173	1.7%	No
ATP4A		19q13.12	AMP	38	2173	1.7%	No
BMP6		6p24.3	AMP	38	2173	1.7%	No
CACNA2D1		7q21.11	AMP	38	2173	1.7%	No
CAPNS1		19q13.12	AMP	38	2173	1.7%	No
CD33		19q13.41	AMP	38	2173	1.7%	No
TBCB		19q13.12	AMP	38	2173	1.7%	No
COX7A1		19q13.12	AMP	38	2173	1.7%	No
ERCC5		13q33.1	AMP	38	2173	1.7%	Yes
FYN		6q21	AMP	38	2173	1.7%	Yes
GPR33		14q12	AMP	38	2173	1.7%	No
FFAR2		19q13.12	AMP	38	2173	1.7%	No
GRM3		7q21.11-q21.12	AMP	38	2173	1.7%	Yes
GUCA2A		1p34.2	AMP	38	2173	1.7%	No
GUCA2B		1p34.2	AMP	38	2173	1.7%	No
HGF		7q21.11	AMP	38	2173	1.7%	Yes
HSD3B2		1p12	AMP	38	2173	1.7%	No
IDH2		15q26.1	AMP	38	2173	1.7%	Yes
IMPA2		18p11.21	AMP	38	2173	1.7%	No
KPNA5		6q22.1	AMP	38	2173	1.7%	No
IPO5		13q32.2	AMP	38	2173	1.7%	No
LAIR1		19q13.42	AMP	38	2173	1.7%	No
MAGEA1		Xq28	AMP	38	2173	1.7%	No
MGAT1		5q35.3	AMP	38	2173	1.7%	No
NDUFA3		19q13.42	AMP	38	2173	1.7%	No
CNOT3		19q13.42	AMP	38	2173	1.7%	Yes
NPHS1		19q13.12	AMP	38	2173	1.7%	No
OXTR		3p25.3	AMP	38	2173	1.7%	No
PCNA		20p12.3	AMP	38	2173	1.7%	No
PDE6H		12p12.3	AMP	38	2173	1.7%	No
PEX7		6q23.3	AMP	38	2173	1.7%	No
POLR2I		19q13.12	AMP	38	2173	1.7%	No
PPIA		7p13	AMP	38	2173	1.7%	No
PRKCG		19q13.42	AMP	38	2173	1.7%	No
DNAJC3		13q32.1	AMP	38	2173	1.7%	No
PSG1		19q13.2	HOMDEL	38	2173	1.7%	No
PSG6		19q13.31	HOMDEL	38	2173	1.7%	No
PSG7		19q13.31	HOMDEL	38	2173	1.7%	No
TAS2R38		7q34	AMP	38	2173	1.7%	No
PTPRH		19q13.42	AMP	38	2173	1.7%	No
RFX1		19p13.12	AMP	38	2173	1.7%	No
ITSN1		21q22.11	AMP	38	2173	1.7%	No
SLC10A2		13q33.1	AMP	38	2173	1.7%	No
SLIT3		5q34-q35.1	AMP	38	2173	1.7%	No
SNTA1		20q11.21	AMP	38	2173	1.7%	No
SRI		7q21.12	AMP	38	2173	1.7%	No
DNAJC7		17q21.2	AMP	38	2173	1.7%	No
TYROBP		19q13.12	AMP	38	2173	1.7%	No
UBA52		19p13.11	AMP	38	2173	1.7%	No
ZNF33A		10p11.1	AMP	38	2173	1.7%	No
ZNF146		19q13.12	AMP	38	2173	1.7%	No
ZNF185		Xq28	AMP	38	2173	1.7%	No
SLC4A4		4q13.3	AMP	38	2173	1.7%	No
CDS2		20p12.3	AMP	38	2173	1.7%	No
WASF1		6q21	AMP	38	2173	1.7%	No
CBFA2T2		20q11.21-q11.22	AMP	38	2173	1.7%	No
CRLF1		19p13.11	AMP	38	2173	1.7%	No
STK17A		7p13	AMP	38	2173	1.7%	No
CDYL		6p25.1	AMP	38	2173	1.7%	No
AKAP6		14q12	AMP	38	2173	1.7%	No
IPO13		1p34.1	AMP	38	2173	1.7%	No
RASSF2		20p13	AMP	38	2173	1.7%	No
DNM1L		12p11.21	AMP	38	2173	1.7%	No
DDX39A		19p13.12	AMP	38	2173	1.7%	No
CITED2		6q24.1	AMP	38	2173	1.7%	No
SEMA4B		15q26.1	AMP	38	2173	1.7%	No
LILRB1		19q13.42	AMP	38	2173	1.7%	No
HCST		19q13.12	AMP	38	2173	1.7%	No
LILRB4		19q13.42	AMP	38	2173	1.7%	No
LILRA1		19q13.42	AMP	38	2173	1.7%	No
SLC7A9		19q13.11	AMP	38	2173	1.7%	No
AP4S1		14q12	AMP	38	2173	1.7%	No
PXMP4		20q11.22	AMP	38	2173	1.7%	No
DZIP1		13q32.1	AMP	38	2173	1.7%	No
PAXIP1		7q36.2	AMP	38	2173	1.7%	No
HECW1		7p14.1-p13	AMP	38	2173	1.7%	No
MAU2		19p13.11	AMP	38	2173	1.7%	No
FKBP8		19p13.11	AMP	38	2173	1.7%	No
TMEM59L		19p13.11	AMP	38	2173	1.7%	No
HEATR5A		14q12	AMP	38	2173	1.7%	No
KLK13		19q13.41	AMP	38	2173	1.7%	No
PRPF31		19q13.42	AMP	38	2173	1.7%	No
GIMAP2		7q36.1	AMP	38	2173	1.7%	No
FBXO25		8p23.3	AMP	38	2173	1.7%	No
AP3M1		10q22.2	AMP	38	2173	1.7%	No
SIGLEC7		19q13.41	AMP	38	2173	1.7%	No
SIGLEC9		19q13.41	AMP	38	2173	1.7%	No
OXGR1		13q32.1	AMP	38	2173	1.7%	No
PCLO		7q21.11	AMP	38	2173	1.7%	Yes
NKIRAS2		17q21.2	AMP	38	2173	1.7%	No
TMEM230		20p13-p12.3	AMP	38	2173	1.7%	No
USP25		21q21.1	AMP	38	2173	1.7%	No
TFPT		19q13.42	AMP	38	2173	1.7%	Yes
NPC1L1		7p13	AMP	38	2173	1.7%	No
LINC00312		3p25.3	AMP	38	2173	1.7%	No
DSE		6q22.1	AMP	38	2173	1.7%	No
PNMA3		Xq28	AMP	38	2173	1.7%	No
STRN3		14q12	AMP	38	2173	1.7%	No
LMCD1		3p25.3	AMP	38	2173	1.7%	No
KLK14		19q13.41	AMP	38	2173	1.7%	No
SSUH2		3p25.3	AMP	38	2173	1.7%	No
RWDD1		6q22.1	AMP	38	2173	1.7%	No
NUB1		7q36.1	AMP	38	2173	1.7%	No
CLIC5		6p21.1	AMP	38	2173	1.7%	No
LINC00160		21q22.12	AMP	38	2173	1.7%	No
DDX56		7p13	AMP	38	2173	1.7%	No
BIVM		13q33.1	AMP	38	2173	1.7%	No
CC2D1A		19p13.12	AMP	38	2173	1.7%	No
TMEM161A		19p13.11	AMP	38	2173	1.7%	No
REX1BD		19p13.11	AMP	38	2173	1.7%	No
TMEM45A		3q12.2	AMP	38	2173	1.7%	No
GIMAP5		7q36.1	AMP	38	2173	1.7%	No
CPXM1		20p13	AMP	38	2173	1.7%	No
SLC17A6		11p14.3	AMP	38	2173	1.7%	No
LYRM4		6p25.1	AMP	38	2173	1.7%	No
ZNF248		10p11.21	AMP	38	2173	1.7%	No
SUGP1		19p13.11	AMP	38	2173	1.7%	No
SAMSN1		21q11.2	AMP	38	2173	1.7%	No
LMBR1		7q36.3	AMP	38	2173	1.7%	No
CSMD1		8p23.2	HOMDEL	38	2173	1.7%	No
PCED1A		20p13	AMP	38	2173	1.7%	No
KXD1		19p13.11	AMP	38	2173	1.7%	No
TSEN34		19q13.42	AMP	38	2173	1.7%	No
POGLUT2		13q33.1	AMP	38	2173	1.7%	No
MBOAT7		19q13.42	AMP	38	2173	1.7%	No
LENG1		19q13.42	AMP	38	2173	1.7%	No
STEAP4		7q21.12	AMP	38	2173	1.7%	No
PODNL1		19p13.12	AMP	38	2173	1.7%	No
ZNF702P		19q13.41	AMP	38	2173	1.7%	No
TM2D3		15q26.3	AMP	38	2173	1.7%	No
TRIM7		5q35.3	AMP	38	2173	1.7%	No
ZMIZ2		7p13	AMP	38	2173	1.7%	No
KIRREL2		19q13.12	AMP	38	2173	1.7%	No
NFKBID		19q13.12	AMP	38	2173	1.7%	No
ARHGAP5-AS1		14q12	AMP	38	2173	1.7%	No
GLIS3-AS1		9p24.2	AMP	38	2173	1.7%	No
TRIM52		5q35.3	AMP	38	2173	1.7%	No
CEP89		19q13.11	AMP	38	2173	1.7%	No
ZNF382		19q13.12	AMP	38	2173	1.7%	No
ZNF566		19q13.12	AMP	38	2173	1.7%	No
PNMA6A		Xq28	AMP	38	2173	1.7%	No
GGACT		13q32.3	AMP	38	2173	1.7%	No
TSPAN18		11p11.2	AMP	38	2173	1.7%	No
ZNF616		19q13.41	AMP	38	2173	1.7%	No
DCAF15		19p13.12	AMP	38	2173	1.7%	No
TRIM41		5q35.3	AMP	38	2173	1.7%	No
ANKRD30A		10p11.21	AMP	38	2173	1.7%	No
MYADM		19q13.42	AMP	38	2173	1.7%	No
TEX30		13q33.1	AMP	38	2173	1.7%	No
H2AFV		7p13	AMP	38	2173	1.7%	No
DTD2		14q12	AMP	38	2173	1.7%	No
PNMA5		Xq28	AMP	38	2173	1.7%	No
AGAP3		7q36.1	AMP	38	2173	1.7%	No
CIB3		19p13.11	AMP	38	2173	1.7%	No
RLN3		19p13.12	AMP	38	2173	1.7%	No
LYZL2		10p11.23	AMP	38	2173	1.7%	No
ERP27		12p12.3	AMP	38	2173	1.7%	No
METTL21EP		13q33.1	AMP	38	2173	1.7%	No
C14ORF28		14q21.2	AMP	38	2173	1.7%	No
ZNF816		19q13.41	AMP	38	2173	1.7%	No
OSCAR		19q13.42	AMP	38	2173	1.7%	No
ZNF813		19q13.42	AMP	38	2173	1.7%	No
C20ORF141		20p13	AMP	38	2173	1.7%	No
PROKR2		20p12.3	AMP	38	2173	1.7%	No
CHMP4B		20q11.22	AMP	38	2173	1.7%	No
C7ORF13		7q36.3	AMP	38	2173	1.7%	No
OR2Y1		5q35.3	AMP	38	2173	1.7%	No
PRSS37		7q34	AMP	38	2173	1.7%	No
RNF32		7q36.3	AMP	38	2173	1.7%	No
PLEKHA7		11p15.2-p15.1	AMP	38	2173	1.7%	No
ERVV-1		19q13.41	AMP	38	2173	1.7%	No
TMC4		19q13.42	AMP	38	2173	1.7%	No
ZNF565		19q13.12	AMP	38	2173	1.7%	No
CILP2		19p13.11	AMP	38	2173	1.7%	No
PRSS3P2		7q34	AMP	38	2173	1.7%	No
FAM87A		8p23.3	AMP	38	2173	1.7%	No
TDRP		8p23.3	AMP	38	2173	1.7%	No
SLC5A12		11p14.2	AMP	38	2173	1.7%	No
ZNF567		19q13.12	AMP	38	2173	1.7%	No
OLIG3		6q23.3	AMP	38	2173	1.7%	No
TXLNB		6q24.1	AMP	38	2173	1.7%	No
GIMAP1		7q36.1	AMP	38	2173	1.7%	No
AMN1		12p11.21	AMP	38	2173	1.7%	No
ANO5		11p14.3	AMP	38	2173	1.7%	No
ZNF438		10p11.23	AMP	38	2173	1.7%	No
ZUP1		6q22.1	AMP	38	2173	1.7%	No
FAM162B		6q22.1	AMP	38	2173	1.7%	No
TMED4		7p13	AMP	38	2173	1.7%	No
GPRC6A		6q22.1	AMP	38	2173	1.7%	No
TSPO2		6p21.1	AMP	38	2173	1.7%	No
CALHM5		6q22.1	AMP	38	2173	1.7%	No
FGF14-IT1		13q33.1	AMP	38	2173	1.7%	No
FGF14-AS2		13q33.1	AMP	38	2173	1.7%	No
SIGLEC17P		19q13.41	AMP	38	2173	1.7%	No
ZFP82		19q13.12	AMP	38	2173	1.7%	No
SLC25A42		19p13.11	AMP	38	2173	1.7%	No
SLC35D3		6q23.3	AMP	38	2173	1.7%	No
ZNF850		19q13.12	AMP	38	2173	1.7%	No
RSPH4A		6q22.1	AMP	38	2173	1.7%	No
KLRG2		7q34	AMP	38	2173	1.7%	No
FIBIN		11p14.2	AMP	38	2173	1.7%	No
ZNF790		19q13.12	AMP	38	2173	1.7%	No
NUDT19		19q13.11	AMP	38	2173	1.7%	No
ZNF321P		19q13.41	AMP	38	2173	1.7%	No
LINC00999		10p11.1	AMP	38	2173	1.7%	No
SPANXA2-OT1		Xq27.2	AMP	38	2173	1.7%	No
SNORD96A		5q35.3	AMP	38	2173	1.7%	No
TRIM49C		11q14.3	AMP	38	2173	1.7%	No
OVOL3		19q13.12	AMP	38	2173	1.7%	No
LINC00847		5q35.3	AMP	38	2173	1.7%	No
PAXIP1-AS2		7q36.2	AMP	38	2173	1.7%	No
TMEM239		20p13	AMP	38	2173	1.7%	No
SRGAP3-AS3		3p25.3	AMP	38	2173	1.7%	No
DNAJC3-DT		13q32.1	AMP	38	2173	1.7%	No
ZNF33BP1		10p11.21	AMP	38	2173	1.7%	No
MKLN1-AS		7q32.3	AMP	38	2173	1.7%	No
LINC00665		19q13.12	AMP	38	2173	1.7%	No
TRIM52-AS1		5q35.3	AMP	38	2173	1.7%	No
BIVM-ERCC5		13q33.1	AMP	38	2173	1.7%	No
FGF14-AS1		13q33.1	AMP	38	2173	1.7%	No
SAMSN1-AS1		21q11.2	AMP	38	2173	1.7%	No
CLDN10-AS1		13q32.1	AMP	38	2173	1.7%	No
HAO2-IT1		1p12	AMP	38	2173	1.7%	No
SLC9A9-AS1		3q24	AMP	38	2173	1.7%	No
LINC00359		13q32.1	AMP	38	2173	1.7%	No
LINC00993		10p11.21	AMP	38	2173	1.7%	No
ACTN4		19q13.2	AMP	37	2173	1.7%	No
ANPEP		15q26.1	AMP	37	2173	1.7%	No
ARHGAP5		14q12	AMP	37	2173	1.7%	No
BDNF		11p14.1	AMP	37	2173	1.7%	No
BICD1		12p11.21	AMP	37	2173	1.7%	No
C8A		1p32.2	AMP	37	2173	1.7%	No
C8B		1p32.2	AMP	37	2173	1.7%	No
DMRT1		9p24.3	AMP	37	2173	1.7%	No
DPH2		1p34.1	AMP	37	2173	1.7%	No
E2F1		20q11.22	AMP	37	2173	1.7%	No
EPS8		12p12.3	AMP	37	2173	1.7%	No
ETV2		19q13.12	AMP	37	2173	1.7%	No
FANCF		11p14.3	AMP	37	2173	1.7%	Yes
GAS2		11p14.3	AMP	37	2173	1.7%	No
GBX1		7q36.1	AMP	37	2173	1.7%	No
GPI		19q13.11	AMP	37	2173	1.7%	No
HLA-A		6p22.1	AMP	37	2173	1.7%	Yes
MNX1		7q36.3	AMP	37	2173	1.7%	Yes
ITGB1		10p11.22	AMP	37	2173	1.7%	No
KCNJ12		17p11.2	AMP	37	2173	1.7%	No
LAIR2		19q13.42	AMP	37	2173	1.7%	No
LGALS7		19q13.2	AMP	37	2173	1.7%	No
LTC4S		5q35.3	AMP	37	2173	1.7%	No
MGP		12p12.3	AMP	37	2173	1.7%	No
MKLN1		7q32.3	AMP	37	2173	1.7%	No
NMBR		6q24.1	AMP	37	2173	1.7%	No
OGDH		7p13	AMP	37	2173	1.7%	No
PHKB		16q12.1	AMP	37	2173	1.7%	No
PLAU		10q22.2	AMP	37	2173	1.7%	No
PODXL		7q32.3	AMP	37	2173	1.7%	No
PRKAA2		1p32.2	AMP	37	2173	1.7%	No
PRKACA		19p13.12	AMP	37	2173	1.7%	Yes
KLK7		19q13.41	AMP	37	2173	1.7%	No
KLK10		19q13.41	AMP	37	2173	1.7%	No
PTPRN2		7q36.3	AMP	37	2173	1.7%	No
RARRES2		7q36.1	AMP	37	2173	1.7%	No
RBP2		3q23	AMP	37	2173	1.7%	No
RPA3		7p21.3	AMP	37	2173	1.7%	No
SIAH1		16q12.1	AMP	37	2173	1.7%	No
SLC6A9		1p34.1	AMP	37	2173	1.7%	No
SMARCD3		7q36.1	AMP	37	2173	1.7%	No
SYT5		19q13.42|11p	AMP	37	2173	1.7%	No
TPH1		11p15.1	AMP	37	2173	1.7%	No
VIPR2		7q36.3	AMP	37	2173	1.7%	No
SEM1		7q21.3	AMP	37	2173	1.7%	No
TKTL1		Xq28	AMP	37	2173	1.7%	No
BBOX1		11p14.2	AMP	37	2173	1.7%	No
SIGLEC5		19q13.41	AMP	37	2173	1.7%	No
SQSTM1		5q35.3	AMP	37	2173	1.7%	No
LPAR2		19p13.11	AMP	37	2173	1.7%	No
MYOM2		8p23.3	HOMDEL	37	2173	1.7%	No
KIAA0355		19q13.11	AMP	37	2173	1.7%	No
KMT2B		19q13.12	AMP	37	2173	1.7%	Yes
MAML1		5q35.3	AMP	37	2173	1.7%	No
MAGI2		7q21.11	AMP	37	2173	1.7%	No
SLC23A2		20p13	AMP	37	2173	1.7%	No
NAALAD2		11q14.3	AMP	37	2173	1.7%	No
UBA2		19q13.11	AMP	37	2173	1.7%	No
ABCF2		7q36.1	AMP	37	2173	1.7%	No
GPC6		13q31.3-q32.1	AMP	37	2173	1.7%	No
ZNF443		19p13.2	AMP	37	2173	1.7%	No
CIB1		15q26.1	AMP	37	2173	1.7%	No
RPP40		6p25.1	AMP	37	2173	1.7%	No
KLK11		19q13.41	AMP	37	2173	1.7%	No
LILRA2		19q13.42	AMP	37	2173	1.7%	No
SOX21		13q32.1	AMP	37	2173	1.7%	No
STRAP		12p12.3	AMP	37	2173	1.7%	No
MGAT4B		5q35.3	AMP	37	2173	1.7%	No
NINL		20p11.21	AMP	37	2173	1.7%	No
TBC1D9B		5q35.3	AMP	37	2173	1.7%	No
HAUS5		19q13.12	AMP	37	2173	1.7%	No
CLEC5A		7q34	AMP	37	2173	1.7%	No
ZNF345		19q13.12	AMP	37	2173	1.7%	No
SPEF1		20p13	AMP	37	2173	1.7%	No
THUMPD3		3p25.3	AMP	37	2173	1.7%	No
FAM32A		19p13.11	AMP	37	2173	1.7%	No
OR2V1		5q35.3	AMP	37	2173	1.7%	No
CHORDC1		11q14.3	AMP	37	2173	1.7%	No
ZBTB32		19q13.12	AMP	37	2173	1.7%	No
DKK3		11p15.3	AMP	37	2173	1.7%	Yes
REPIN1		7q36.1	AMP	37	2173	1.7%	No
EFEMP2		11q13.1	AMP	37	2173	1.7%	No
KLK12		19q13.41	AMP	37	2173	1.7%	No
YARS2		12p11.21	AMP	37	2173	1.7%	No
MRNIP		5q35.3	AMP	37	2173	1.7%	No
GMIP		19p13.11	AMP	37	2173	1.7%	No
NRN1		6p25.1	AMP	37	2173	1.7%	No
NGRN		15q26.1	AMP	37	2173	1.7%	No
ISYNA1		19p13.11	AMP	37	2173	1.7%	No
CDK5RAP1		20q11.21	AMP	37	2173	1.7%	No
HECA		6q24.1	AMP	37	2173	1.7%	No
C21ORF91		21q21.1	AMP	37	2173	1.7%	No
CHPF2		7q36.1	AMP	37	2173	1.7%	No
FAM193B		5q35.3	AMP	37	2173	1.7%	No
C20ORF27		20p13	AMP	37	2173	1.7%	No
MAP1S		19p13.11	AMP	37	2173	1.7%	No
SETD5		3p25.3	AMP	37	2173	1.7%	Yes
GIMAP4		7q36.1	AMP	37	2173	1.7%	No
LIN7C		11p14.1	AMP	37	2173	1.7%	No
COPRS		17q11.2	AMP	37	2173	1.7%	No
LGR4		11p14.1	AMP	37	2173	1.7%	No
ASF1B		19p13.12	AMP	37	2173	1.7%	No
PSENEN		19q13.12	AMP	37	2173	1.7%	No
ACOT13		6p22.3	AMP	37	2173	1.7%	No
LMO3		12p12.3	AMP	37	2173	1.7%	No
LIN37		19q13.12	AMP	37	2173	1.7%	No
PAPOLB		7p22.1	AMP	37	2173	1.7%	No
ATP13A1		19p13.11	AMP	37	2173	1.7%	No
TTYH1		19q13.42	AMP	37	2173	1.7%	No
LRFN2		6p21.2-p21.1	AMP	37	2173	1.7%	No
SHROOM3		4q21.1	AMP	37	2173	1.7%	No
PRODH2		19q13.12	AMP	37	2173	1.7%	No
DMRT3		9p24.3	AMP	37	2173	1.7%	No
ABRACL		6q24.1	AMP	37	2173	1.7%	No
CACNG8		19q13.42	AMP	37	2173	1.7%	No
CACNG7		19q13.42	AMP	37	2173	1.7%	No
CACNG6		19q13.42	AMP	37	2173	1.7%	No
NECAB3		20q11.22	AMP	37	2173	1.7%	No
NOM1		7q36.3	AMP	37	2173	1.7%	No
LRRC61		7q36.1	AMP	37	2173	1.7%	No
LILRP2		19q13.42	AMP	37	2173	1.7%	No
RBM42		19q13.12	AMP	37	2173	1.7%	No
LRFN3		19q13.12	AMP	37	2173	1.7%	No
IGFLR1		19q13.12	AMP	37	2173	1.7%	No
PBX4		19p13.11	AMP	37	2173	1.7%	No
DDHD1		14q22.1	AMP	37	2173	1.7%	No
NETO2		16q12.1	AMP	37	2173	1.7%	No
ZNF611		19q13.41	AMP	37	2173	1.7%	No
KIF18A		11p14.1	AMP	37	2173	1.7%	No
PDCD2L		19q13.11	AMP	37	2173	1.7%	No
ZNF341		20q11.22	AMP	37	2173	1.7%	No
RERG		12p12.3	AMP	37	2173	1.7%	No
REPS1		6q24.1	AMP	37	2173	1.7%	No
DOCK7		1p31.3	AMP	37	2173	1.7%	No
KIR3DX1		19q13.42	AMP	37	2173	1.7%	No
SAMD1		19p13.12	AMP	37	2173	1.7%	No
CCDC34		11p14.1	AMP	37	2173	1.7%	No
TDRD12		19q13.11	AMP	37	2173	1.7%	No
ZNF101		19p13.11	AMP	37	2173	1.7%	No
LENG9		19q13.42	AMP	37	2173	1.7%	No
ZBED6CL		7q36.1	AMP	37	2173	1.7%	No
LENG8		19q13.42	AMP	37	2173	1.7%	No
KIR3DL3		19q13.42	AMP	37	2173	1.7%	No
ARHGAP33		19q13.12	AMP	37	2173	1.7%	No
WTIP		19q13.11	AMP	37	2173	1.7%	No
HSPB6		19q13.12	AMP	37	2173	1.7%	No
C20ORF144		20q11.22	AMP	37	2173	1.7%	No
OR9A4		7q34	AMP	37	2173	1.7%	No
ASB10		7q36.1	AMP	37	2173	1.7%	No
MLLT10P1		20q11.21	AMP	37	2173	1.7%	No
LRFN5		14q21.1	AMP	37	2173	1.7%	No
MESP2		15q26.1	AMP	37	2173	1.7%	No
ZNF534		19q13.41	AMP	37	2173	1.7%	No
CAPN12		19q13.2	AMP	37	2173	1.7%	No
CDC42EP5		19q13.42	AMP	37	2173	1.7%	No
LINC00654		20p12.3	AMP	37	2173	1.7%	No
ABCC13		21q11.2	AMP	37	2173	1.7%	No
BTNL9		5q35.3	AMP	37	2173	1.7%	No
ERICH1		8p23.3	AMP	37	2173	1.7%	No
ZNF320		19q13.41	AMP	37	2173	1.7%	No
ZNF676		19p12	AMP	37	2173	1.7%	No
GLIS3		9p24.2	AMP	37	2173	1.7%	No
SSBP4		19p13.11	AMP	37	2173	1.7%	No
ACTL10		20q11.22	AMP	37	2173	1.7%	No
ZNF431		19p12	AMP	37	2173	1.7%	No
U2AF1L4		19q13.12	AMP	37	2173	1.7%	No
ZNF25		10p11.21	AMP	37	2173	1.7%	No
OPN5		6p12.3	AMP	37	2173	1.7%	No
OARD1		6p21.1	AMP	37	2173	1.7%	No
PXDC1		6p25.2	AMP	37	2173	1.7%	No
UNC5CL		6p21.1	AMP	37	2173	1.7%	No
C21ORF91-OT1		21q21.1	AMP	37	2173	1.7%	No
SIGLECL1		19q13.41	AMP	37	2173	1.7%	No
OR2V2		5q35.3	AMP	37	2173	1.7%	No
SEPTIN7P9		10p11.1	AMP	37	2173	1.7%	No
ZNF775		7q36.1	AMP	37	2173	1.7%	No
LINC00221		14q32.33	AMP	37	2173	1.7%	No
SH3RF3		2q13	AMP	37	2173	1.7%	No
SOWAHB		4q21.1	AMP	37	2173	1.7%	No
ZNF829		19q13.12	AMP	37	2173	1.7%	No
LINC-PINT		7q32.3	AMP	37	2173	1.7%	No
INSC		11p15.2	AMP	37	2173	1.7%	No
ZNF888		19q13.41	AMP	37	2173	1.7%	No
